Latitude,Longitude,Depth to water (ft),lastLoc,Address
35.78027778,-78.66861111,5.74,3546160810851d,North Carolina
35.77111111,-81.1475,37.71,3546160810851d,North Carolina
35.77111111,-81.1475,37.47,3544180764636d,North Carolina
35.73833333,-76.77666667,4.67,3543590784031d,North Carolina
35.73305556,-78.67527778,30.57,3543150783001d,North Carolina
35.72083333,-78.50027778,17.47,3543150783001d,North Carolina
35.72083333,-78.50027778,18.98,3543020814332d,North Carolina
35.71722222,-81.72555556,11.38,3543020814332d,North Carolina
35.71722222,-81.72555556,8.38,3542270762329d,North Carolina
35.7075,-76.39138889,4.61,3542160762712d,North Carolina
35.70444444,-76.45333333,2.71,3541440784601d,North Carolina
35.69555556,-78.76694444,31.53,3541440784601d,North Carolina
35.69555556,-78.76694444,25.77,3541330820422d,North Carolina
35.6925,-82.07277778,29.8,3541330820422d,North Carolina
35.6925,-82.07277778,29.79,3541260763142d,North Carolina
35.69055556,-76.52833333,3.95,3540570803626d,North Carolina
35.6825,-80.60722222,7.25,3539220833456d,North Carolina
35.65611111,-83.58222222,8.99,3538390894935d,Tennessee
35.64416667,-89.82638889,202.12,3538330784933d,Tennessee
35.6425,-78.82583333,24.82,3538270762930d,North Carolina
35.64083333,-76.49166667,1.82,3536060905107d,North Carolina
35.60166667,-90.85194444,126.57,3535090784041d,Arkansas
35.58583333,-78.67805556,28.96,3535090784041d,North Carolina
35.58583333,-78.67805556,7.77,3532190771538d,North Carolina
35.53861111,-77.26055556,7.76,3531350805242d,North Carolina
35.52638889,-80.87833333,24.71,3531350805242d,North Carolina
35.52638889,-80.87833333,19.94,3527260905231d,North Carolina
35.45722222,-90.87527778,111.33,3525150860117d,Arkansas
35.42083333,-86.02138889,18.7,3523150824844d,Tennessee
35.3875,-82.81222222,5,3520120811543d,North Carolina
35.33666667,-81.26194444,36.63,3520120811543d,North Carolina
35.33666667,-81.26194444,42.23,3518490781639d,North Carolina
35.31361111,-78.2775,7.6,3518080823743d,North Carolina
35.30222222,-82.62861111,31.28,3517090824341d,North Carolina
35.28583333,-82.72805556,15.36,3514280850036d,North Carolina
35.24111111,-85.01,6.49,3513080983416d,Tennessee
35.21888889,-98.57111111,69.12,3512480851316d,Oklahoma
35.21333333,-85.22111111,19.81,3512141110221d,Tennessee
35.20388889,-111.0391667,329.59,3511460851227d,Arizona
35.19611111,-85.2075,63.53,3511320792753d,Tennessee
35.19222222,-79.46472222,53.29,3511260793014d,North Carolina
35.19055556,-79.50388889,84.75,3511210835450d,North Carolina
35.18916667,-83.91388889,7.1,3511150850250d,North Carolina
35.1875,-85.04722222,10.34,3510221110618d,Tennessee
35.17277778,-111.105,614.69,3509591105623d,Arizona
35.16638889,-110.9397222,228.06,3509000894823d,Arizona
35.15,-89.80638889,103.98,3508570895914d,Tennessee
35.14916667,-89.98722222,30.51,3507500850458d,Tennessee
35.13055556,-85.08277778,12.79,3507350895933d,Tennessee
35.12638889,-89.9925,97.82,3505060894831d,Tennessee
35.085,-89.80861111,153.63,3504141044851d,Tennessee
35.07055556,-104.8141667,370.83,3504060894444d,New Mexico
35.06833333,-89.74555556,97.16,3500021103555d,Tennessee
35.00055556,-110.5986111,36.63,3459001064112d,Arizona
34.975,-81.05861111,23.58,3458300810331d,South Carolina
34.975,-81.05861111,25.94,3458120793134d,South Carolina
34.97,-79.52611111,30.4,3458090773014d,North Carolina
34.96916667,-77.50388889,9.87,3456090804151d,North Carolina
34.93583333,-80.6975,44.07,3456090804151d,North Carolina
34.93583333,-80.6975,31.62,3456031104503d,North Carolina
34.93416667,-110.7508333,267.63,3454030851600d,Arizona
34.90083333,-85.26666667,13.97,3451450815029d,Georgia
34.8625,-81.84138889,40.62,3450570915256d,South Carolina
34.84916667,-91.88222222,123.43,3450510830418d,Arkansas
34.8475,-83.07166667,28.81,3450510780121d,South Carolina
34.8475,-78.0225,6.8,3446530913827d,North Carolina
34.78138889,-91.64083333,114.21,3446510913551d,Arkansas
34.78083333,-91.5975,128.84,3445440792637d,Arkansas
34.76222222,-79.44361111,28.71,3445200792810d,North Carolina
34.75555556,-79.46944444,18.76,3444311063934d,North Carolina
34.74194444,-106.6594444,196.43,3444311063934d,New Mexico
34.74194444,-106.6594444,196.79,3443330805036d,New Mexico
34.72583333,-80.84333333,33.9,3443330805036d,South Carolina
34.72583333,-80.84333333,31.09,3443140834332d,South Carolina
34.72055556,-83.72555556,5.04,3440000812500d,Georgia
34.66666667,-81.41666667,85.87,3437531064306d,South Carolina
34.63138889,-106.7183333,132.99,3437531064306d,New Mexico
34.63138889,-106.7183333,133.36,3437260934818d,New Mexico
34.62388889,-93.805,48.38,3437140822856d,Arkansas
34.62055556,-82.48222222,3.19,3434570964045d,South Carolina
34.5825,-96.67916667,112.77,3434450964943d,Oklahoma
34.57916667,-96.82861111,135.34,3431520882130d,Oklahoma
34.53111111,-88.35833333,71.75,3431080904626d,Mississippi
34.51888889,-90.77388889,15.85,3431050801721d,Arkansas
34.51805556,-80.28916667,12.75,3430480930304d,South Carolina
34.51333333,-93.05111111,114.87,3430220965657d,Arkansas
34.50611111,-96.94916667,30.94,3430170965615d,Oklahoma
34.50472222,-96.9375,56.54,3429220845116d,Oklahoma
34.48944444,-84.85444444,23.65,3427180872856d,Georgia
34.455,-87.48222222,10.05,3426330964944d,Alabama
34.4425,-96.82888889,73.51,3426301194423d,Oklahoma
34.44166667,-119.7397222,111.22,3425270964933d,California
34.42416667,-96.82583333,32.89,3424400804439d,Oklahoma
34.41111111,-80.74416667,46.04,3424400804439d,South Carolina
34.41111111,-80.74416667,52.38,3414530915441d,South Carolina
34.24805556,-91.91138889,275.54,3410101022408d,Arkansas
34.16944444,-102.4022222,152.48,3408041172216d,Texas
34.13444444,-117.3711111,347.51,3408041172216d,California
34.13444444,-117.3711111,347.47,3407161172306d,California
34.12111111,-117.385,411.99,3407161172306d,California
34.12111111,-117.385,412.08,3407071171627d,California
34.11861111,-117.2741667,249.34,3407071171627d,California
34.11861111,-117.2741667,252.85,3406551171840d,California
34.11527778,-117.3111111,284.64,3406151171709d,California
34.10416667,-117.2858333,158.57,3406151171709d,California
34.10416667,-117.2858333,201.4,3405411170744d,California
34.09472222,-117.1288889,280.07,3405411170744d,California
34.09472222,-117.1288889,284.08,3405211172120d,California
34.08916667,-117.3555556,296.13,3405211172120d,California
34.08916667,-117.3555556,277.18,3405031171041d,California
34.08416667,-117.1780556,210.06,3405031171041d,California
34.08416667,-117.1780556,210.03,3404160780842d,California
34.07111111,-78.145,8.95,3404081171653d,North Carolina
34.06888889,-117.2813889,193.21,3404081171653d,California
34.06888889,-117.2813889,180.26,3402481170209d,California
34.04666667,-117.0358333,341.15,3402481170209d,California
34.04666667,-117.0358333,345.71,3402040831326d,California
34.03444444,-83.22388889,14.09,3401361170339d,Georgia
34.02666667,-117.0608333,263.87,3401361170339d,California
34.02666667,-117.0608333,262.24,3401301170549d,California
34.025,-117.0969444,301.16,3401301170549d,California
34.025,-117.0969444,300.43,3400590802407d,California
34.01277778,-117.0355556,348.69,3400461170208d,California
34.01277778,-117.0355556,348.32,3400420950518d,California
34.01166667,-95.08833333,73.07,3359290870210d,Oklahoma
33.99138889,-87.03611111,39.99,3359110905539d,Alabama
33.98638889,-90.9275,0.6,3358490780543d,Mississippi
33.98027778,-78.09527778,43.67,3356310780036d,North Carolina
33.94194444,-78.01,20.81,3356310780036d,North Carolina
33.94194444,-78.01,21.75,3356290781154d,North Carolina
33.94138889,-78.19833333,4.16,3356290781154d,North Carolina
33.94138889,-78.19833333,8.07,3356120843129d,North Carolina
33.93666667,-84.52472222,22.12,3355170841640d,Georgia
33.92138889,-84.27777778,8.17,3354081171544d,Georgia
33.90222222,-117.2622222,10.03,3353360822146d,California
33.89333333,-82.36277778,38.71,3353350783519d,South Carolina
33.89305556,-78.58861111,15.57,3352580911523d,North Carolina
33.88277778,-91.25638889,28.72,3351331171405d,Arkansas
33.85916667,-117.2347222,41.34,3342150894427d,California
33.70416667,-89.74083333,11.18,3342070842548d,Mississippi
33.70194444,-84.43,5.21,3332510903238d,Georgia
33.5475,-90.54388889,29,3332040873246d,Mississippi
33.53444444,-87.54611111,42.04,3331221163940d,Alabama
33.52277778,-116.6611111,63.65,3330011170057d,California
33.50027778,-117.0158333,314.75,3330011170057d,California
33.50027778,-117.0158333,303.62,3328571170433d,California
33.4825,-117.0758333,324.39,3328571170433d,California
33.4825,-117.0758333,307.72,3328191170706d,California
33.47194444,-117.1183333,32.68,3328191170706d,California
33.47194444,-117.1183333,31.17,3327471170611d,California
33.46305556,-117.1030556,65.2,3327471170611d,California
33.46305556,-117.1030556,81.1,3325280820033d,California
33.42444444,-82.00916667,6.44,3322210815846d,Georgia
33.3725,-81.97944444,35.73,3322210815846d,Georgia
33.3725,-81.97944444,41.81,3322050924330d,Georgia
33.36805556,-92.725,130,3321310820134d,Arkansas
33.35861111,-82.02611111,68,3319440820255d,Georgia
33.32888889,-82.04861111,214.95,3317110815737d,Georgia
33.28638889,-81.96027778,131.08,3316090931449d,Georgia
33.26916667,-93.24694444,263.28,3315070841718d,Arkansas
33.25194444,-84.28833333,15.38,3314380924119d,Georgia
33.24388889,-92.68861111,230.82,3313540923224d,Arkansas
33.23166667,-92.54,247.85,3312560924837d,Arkansas
33.21555556,-92.81027778,277.05,3311450924130d,Arkansas
33.19583333,-92.69166667,96.32,3310220800218d,Arkansas
33.17277778,-80.03833333,67.71,3306240915528d,South Carolina
33.10666667,-91.92444444,84.25,3305551170101d,Arkansas
33.09861111,-117.0169444,12.87,3305551170101d,California
33.09861111,-117.0169444,12.91,3305141165829d,California
33.08722222,-116.9747222,70.1,3305141165829d,California
33.08722222,-116.9747222,70.18,3303201170247d,California
33.05555556,-117.0463889,11.94,3303201170247d,California
33.05555556,-117.0463889,16.3,3300020924459d,California
33.00055556,-92.74972222,250.84,3258480824809d,Louisiana
32.98,-82.8025,248.93,3258170904642d,Georgia
32.97138889,-90.77833333,-1.88,	325550101381d,Mississippi
3.431944444,-10.23916667,15.09,3255180932219d,Other
32.92166667,-93.37194444,43.28,3252320821315d,Louisiana
32.87555556,-82.22083333,91.64,3249531121514d,Georgia
32.83138889,-112.2538889,341.13,3247290794720d,Arizona
32.79138889,-79.78888889,51.61,3246411170715d,South Carolina
32.77805556,-117.1208333,18.78,3246411170715d,California
32.77805556,-117.1208333,-18.34,3245080912523d,California
32.75222222,-91.42305556,34.4,3244161170420d,Louisiana
32.73777778,-117.0722222,230.18,3244161170420d,California
32.73777778,-117.0722222,229.99,3242090824302d,California
32.7025,-82.71722222,154.22,3241161170508d,Georgia
32.68777778,-117.0855556,145.46,3241161170508d,California
32.68777778,-117.0855556,114.93,3240551170644d,California
32.68194444,-117.1122222,22.98,3240551170644d,California
32.68194444,-117.1122222,48.23,3240031142357d,California
32.6675,-114.3991667,155.92,3239321170508d,Arizona
32.65888889,-117.0855556,153.56,3239321170508d,California
32.65888889,-117.0855556,-73.36,3239151170553d,California
32.65416667,-117.0980556,73.49,3239151170553d,California
32.65416667,-117.0980556,83.54,3238081170604d,California
32.63555556,-117.1011111,82.76,3238081170604d,California
32.63555556,-117.1011111,42.63,3236591170333d,California
32.61638889,-117.0591667,125.13,3236591170333d,California
32.61638889,-117.0591667,61.02,3235281170314d,California
32.59111111,-117.0538889,27.03,3235281170314d,California
32.59111111,-117.0538889,-19.8,3235271170500d,California
32.59083333,-117.0833333,79.92,3235271170500d,California
32.59083333,-117.0833333,79.63,3233131170339d,California
32.55361111,-117.0608333,38.95,3233131170339d,California
32.55361111,-117.0608333,38.73,3233020832634d,California
32.55055556,-83.44277778,167.66,3231230815116d,Georgia
32.52305556,-81.85444444,84.67,3231230815116d,Georgia
32.52305556,-81.85444444,89.16,3230470904844d,Georgia
32.51305556,-90.81222222,19.02,3230300830300d,Mississippi
32.50833333,-83.05,48.89,3230010880216d,Georgia
32.50027778,-88.03777778,4.41,3227121040745d,Alabama
32.45333333,-104.1291667,87.39,3226520830330d,New Mexico
32.44777778,-83.05833333,31.31,3225000855512d,Georgia
32.41666667,-85.92,13.02,3223430932115d,Alabama
32.39527778,-93.35416667,19.62,3223231063147d,Louisiana
32.38972222,-106.5297222,70.44,3222450832901d,New Mexico
32.37916667,-83.48361111,65.72,3222360811910d,Georgia
32.37666667,-81.31944444,30.85,3222340811900d,Georgia
32.37611111,-81.31666667,19.35,3220470862143d,Georgia
32.34638889,-86.36194444,18.79,3220360845903d,Alabama
32.34333333,-84.98416667,50.29,3219430811514d,Georgia
32.32861111,-81.25388889,44.17,3217451064921d,Georgia
32.29583333,-106.8225,36.5,3217451064921d,New Mexico
32.29583333,-106.8225,34.48,3217420812349d,New Mexico
32.295,-81.39694444,70.83,3217420812349d,Georgia
32.295,-81.39694444,23.33,3217401064810d,Georgia
32.29444444,-106.8027778,46.59,3217401064810d,New Mexico
32.29444444,-106.8027778,45.54,3216030804322d,New Mexico
32.2675,-80.72277778,13.38,3213321064437d,South Carolina
32.22555556,-106.7436111,36.3,3213321064437d,New Mexico
32.22555556,-106.7436111,36.71,3213020822436d,New Mexico
32.21722222,-82.41,184.12,3208460805017d,Georgia
32.14611111,-80.83805556,23.02,3207540813643d,South Carolina
32.13166667,-81.61194444,62.85,3206220810637d,Georgia
32.10611111,-81.11027778,52.7,3201390835116d,Georgia
32.0275,-83.85444444,58.96,3201270805113d,Georgia
32.02416667,-80.85361111,30.27,3201270805112d,Georgia
32.02416667,-80.85333333,8.92,3159500811612d,Georgia
31.99722222,-81.27,4.27,3157121063618d,Georgia
31.95333333,-106.605,97.82,3143300840054d,Texas
31.725,-84.015,7.48,3141150883923d,Georgia
31.6875,-88.65638889,20.53,3139530843612d,Mississippi
31.66472222,-84.60333333,174.7,3138080840936d,Georgia
31.63555556,-84.16,28.54,3136250840415d,Georgia
31.60694444,-84.07083333,85.49,3135340841030d,Georgia
31.59277778,-84.175,68.76,3135320842035d,Georgia
31.59222222,-84.34305556,131.52,3133121100823d,Georgia
31.54638889,-84.01388889,51.82,3131460834916d,Georgia
31.52944444,-83.82111111,220.32,3129190841538d,Georgia
31.48861111,-84.26055556,25.8,3127120825933d,Georgia
31.45333333,-82.9925,137.73,3126170841107d,Georgia
31.43805556,-84.18527778,44.4,3122320843917d,Georgia
31.37555556,-84.65472222,3.79,3121270840658d,Georgia
31.3575,-84.11611111,49.1,3120441101419d,Georgia
31.34555556,-110.2386111,35.8,3118020841923d,Arizona
31.30055556,-84.32305556,40.07,3116470841738d,Georgia
31.27972222,-84.29388889,39.56,3116470841738d,Georgia
31.27972222,-84.29388889,38.6,3113190861536d,Georgia
31.22194444,-86.26,10.96,3110280812859d,Alabama
31.17444444,-81.48305556,5.08,3110220813046d,Georgia
31.17277778,-81.51277778,41.69,3110220813046d,Georgia
31.17277778,-81.51277778,5.3,3109310812910d,Georgia
31.15861111,-81.48611111,0.58,3108250812942d,Georgia
31.14027778,-81.495,-11.1,3108220812942d,Georgia
31.13944444,-81.495,-9.45,3108130832603d,Georgia
31.13694444,-83.43416667,179.18,3107060821551d,Georgia
31.11833333,-82.26416667,100.2,3106510844045d,Georgia
31.11416667,-84.67916667,29.97,3105070842622d,Georgia
31.08527778,-84.43944444,50.54,3104180812447d,Georgia
31.07166667,-81.41305556,-23.25,3104100813438d,Georgia
31.06944444,-81.57722222,-21.21,3057360843558d,Georgia
30.96,-84.59944444,46.11,3055190904818d,Georgia
30.92194444,-90.805,57.34,3051101025334d,Louisiana
30.85277778,-102.8927778,107.58,3050180932513d,Texas
30.83833333,-93.42027778,35.6,3049490831653d,Louisiana
30.83027778,-83.28138889,120.08,3049420822138d,Georgia
30.82833333,-82.36055556,66.59,3044060813305d,Georgia
30.735,-81.55138889,2.7,3044060813305d,Georgia
30.735,-81.55138889,-10.64,3034310954300d,Georgia
30.57527778,-95.71666667,23.51,3034310954300d,Texas
30.57527778,-95.71666667,12.5,3031430953348d,Texas
30.49666667,-95.70694444,50.54,3026420910834d,Texas
30.445,-91.14277778,92.09,3026360954228d,Louisiana
30.44333333,-95.70777778,14.95,3026360954228d,Texas
30.44333333,-95.70777778,14.71,3026360910838d,Texas
30.44333333,-91.14388889,107.31,3026140910830d,Louisiana
30.43722222,-91.14166667,148.59,3024160875055d,Louisiana
30.40444444,-87.84861111,1.18,3019480952900d,Alabama
30.33,-95.48333333,54.47,3019480952900d,Texas
30.33,-95.48333333,87.15,3015050953437d,Texas
30.25138889,-95.57694444,40.69,3012370974648d,Texas
30.21027778,-97.78,162.41,3012280952725d,Texas
30.20777778,-95.45694444,350.28,3008490951433d,Texas
30.14694444,-95.2425,137.88,3008240952747d,Texas
30.14,-95.46305556,132.47,2954490950841d,Texas
29.91361111,-95.14472222,83.46,2953140913121d,Texas
29.88722222,-91.5225,6.45,2952040993402d,Louisiana
29.86777778,-99.56722222,250.02,2947280952001d,Texas
29.79111111,-95.33361111,168.53,2947260953511d,Texas
29.79055556,-95.58638889,356.73,2947260953511d,Texas
29.72722222,-95.45111111,248.88,2943380952704d,Texas
29.72722222,-95.45111111,228.11,2935590982848d,Texas
29.59972222,-98.48,178.46,2935160983255d,Texas
29.58777778,-98.54861111,239.74,2934050983942d,Texas
29.56805556,-98.66166667,210.71,2933480950706d,Texas
29.56333333,-95.11833333,132.54,2932520983808d,Texas
29.54777778,-98.63555556,179.1,2932020990635d,Texas
29.53388889,-99.10972222,176.46,2929430983544d,Texas
29.49527778,-98.59555556,173.62,2926280994014d,Texas
29.44111111,-99.67055556,68.67,2926180991659d,Texas
29.43833333,-99.28305556,213.81,2923380950636d,Texas
29.39388889,-95.11,91.49,2723100981602d,Texas
